Personal Opinion: DOBBS V. JACKSON (Group A),Court Ruling: DOBBS V. JACKSON (Group A),Personal Opinion: DOBBS V. JACKSON (GROUP B),Court Ruling: DOBBS V. JACKSON (Group B),Personal Opinion: ROE V. WADE,Court Ruling: ROE V. WADE,Personal Opinion: NY STATE RIFLE AND PISTOL ASSOCIATION V. BRUEN (Group A),Court Ruling: NY STATE RIFLE AND PISTOL ASSOCIATION V. BRUEN (Group A),Personal Opinion: NY STATE RIFLE AND PISTOL ASSOCIATION V. BRUEN (Group B),Court Ruling: NY STATE RIFLE AND PISTOL ASSOCIATION V. BRUEN (Group B),Personal Opinion: CARSON V. MAKIN (Group A),Court Opinion: CARSON V. MAKIN (Group A),Personal Opinion: CARSON V. MAKIN (Group B),Court Opinion: CARSON V. MAKIN (Group B),Personal Opinion: U.S. V. ZUBAYDAH (GROUP A),Court Ruling: : U.S. V. ZUBAYDAH (GROUP A),Personal Opinion: U.S. V. ZUBAYDAH (GROUP B),Court Ruling: U.S. V. ZUBAYDAH (GROUP B),Personal Opinion: HOUSTON COMMUNITY COLLEGE SYSTEM V. WILSON (Group A),Court Ruling: HOUSTON COMMUNITY COLLEGE SYSTEM V. WILSON (Group A),Personal Opinion: HOUSTON COMMUNITY COLLEGE SYSTEM V. WILSON (Group B),Court Ruling: HOUSTON COMMUNITY COLLEGE SYSTEM V. WILSON (Group B),Personal Opinion: RAMIREZ V. COLLIER (Group A),Court Ruling: RAMIREZ V. COLLIER (Group A),Personal Opinion: RAMIREZ V. COLLIER (Group B),Court Ruling: RAMIREZ V. COLLIER (Group B),Personal Opinion: SHURTLEFF V. BOSTON (Group A),Court Ruling: SHURTLEFF V. BOSTON (Group A),Personal Opinion: SHURTLEFF V. BOSTON (Group B),Court Ruling: SHURTLEFF V. BOSTON (Group B),"Personal Opinion: NATIONAL FEDERATION OF INDEPENDENT BUSINESSES V. DOL, OSHA (Group A)","Court Ruling: NATIONAL FEDERATION OF INDEPENDENT BUSINESSES V. DOL, OSHA (Group A)","Personal Opinion: NATIONAL FEDERATION OF INDEPENDENT BUSINESSES V. DOL, OSHA (Group B)","Court Ruling: NATIONAL FEDERATION OF INDEPENDENT BUSINESSES V. DOL, OSHA (Group B)",Personal Opinion: BIDEN V. MISSOURI (Group A),Court Opinion: BIDEN V. MISSOURI (Group A),Personal Opinion: BIDEN V. MISSOURI (Group B),Court Opinion: BIDEN V. MISSOURI (Group B),Personal Opinion: WEST VIRGINIA V. EPA (Group A),Court Ruling: WEST VIRGINIA V. EPA (Group A),Personal Opinion: WEST VIRGINIA V. EPA (Group B),Court Ruling: WEST VIRGINIA V. EPA (Group B),Personal Opinion: TRUMP V. THOMPSON (Group A),Court Ruling: TRUMP V. THOMPSON (Group A),Personal Opinion: TRUMP V. THOMPSON (Group B),Court Ruling: TRUMP V. THOMPSON (Group B),Personal Opinion: KENNEDY V. BREMERTON SCHOOL DISTRICT (Group A),Court Ruling: KENNEDY V. BREMERTON SCHOOL DISTRICT (Group A),Personal Opinion: KENNEDY V. BREMERTON SCHOOL DISTRICT (Group B),Court Ruling: KENNEDY V. BREMERTON SCHOOL DISTRICT (Group B),Personal Opinion: BIDEN V. TEXAS (Group A),Court Ruling: BIDEN V. TEXAS (Group A),Personal Opinion: BIDEN V. TEXAS (Group B),Court Ruling: BIDEN V. TEXAS (Group B),Personal Opinion: OKLAHOMA V. CASTRO-HUERTA (Group A),Court Ruling: OKLAHOMA V. CASTRO-HUERTA (Group A),Personal Opinion: OKLAHOMA V. CASTRO-HUERTA (Group B),Court Ruling: OKLAHOMA V. CASTRO-HUERTA (Group B),Typical Court Votes,Justice Tenure,Last Say in Conflict of Meaning,Justice Selection,Current Chief Justice,Most Recent Justice,Republican Appointed Justices,Appointing President Partisanship Effects,How much do you approve of the performance of the Supreme Court?,Judges at odds with the people should be removed,U.S. Supreme Court is too independent,"If the U.S. Supreme Court started making a lot of decisions that most people disagree with, it might be better to do away with the Supreme Court altogether",The U.S. Supreme Court gets too mixed up in politics,The U.S. Supreme Court can be trusted to make right decisions,Respondent Ideology,Court Ideology,Increase Court Size,Limit Court Terms,Closeness to Ketanji Brown Jackson,Senate and Consideration to Nominees,Should Ketanji Brown Jackson be Approved,"Appropriateness of ""Shadow Docket"" Rulings",Political Interest,Most watched cable news network,Ideology - 3 categories,Ideology - 5 categories,Voter Registration Status,Voter Registration - 2 categories,Party ID - 3 categories,Party ID - 7 categories,2020 Turnout,2020 President Vote Post Election,Gender,Birth Year,Age,Age - 4 categories,Race,Race - 4 categories,Educational Attainment,Education - 4 categories,Marital Status,Children Under 18,State of Residence,Census Region,Area Type,Own or Rent Home,Employment status among non-students,Family income,Family Income - 3 categories,Military Household - I am,Military Household - Family,Military Household - I served previously,Military Household - Family served previously,Military Household - None,"Yes, I am","Yes, household member is",No,Volunteer Activities,Importance of Religion,Church Attendance,Born Again,Prayer Frequency,Affiliation,A/B Randomization,Questionnaire Start Time,Questionnaire End Time,Questionnaire Last Modified Time,Case ID,weight
.,.,2,2,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,2,2,1,2,4,5,4,1,2,4,4,4,3,2,70.0,45.0,5,4,3,1,1,2,1,5,3,4,1,1,2,6,1,5,2,1967.0,55.0,3,1,1,5,3,1,2,19,2,3,1,1,10,3,2,2,2,1,2,2,1,2,1,3,6,2,6,1,2,2022-03-31 11:55:06.170000,2022-03-31 12:28:12.245000,2022-03-31 12:28:06.816000,1770039211.0,1.23219865794167
1,1,.,.,2,2,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,3,3,3,4,4,5,1,3,3,3,3,3,3,87.0,56.0,3,3,3,2,2,2,3,5,3,4,1,1,3,5,1,2,1,1977.0,44.0,2,5,4,3,2,1,2,29,2,2,1,6,4,1,2,2,2,1,2,2,2,1,2,4,6,2,7,11,1,2022-03-31 12:15:34.912000,2022-03-31 12:28:19.794000,2022-03-31 12:28:14.295000,1770052059.0,1.16278078140588
1,1,.,.,2,2,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,2,2,4,1,5,1,3,4,3,3,2,2,51.0,51.0,2,2,2,1,2,2,1,5,2,3,1,1,3,5,1,6,2,1946.0,75.0,4,1,1,2,1,3,1,34,1,2,1,1,5,1,2,2,2,1,2,2,2,1,2,4,5,2,7,1,1,2022-03-31 11:35:39.846000,2022-03-31 12:28:25.340000,2022-03-31 12:27:53.018000,1770032033.0,0.688585108021546
1,2,.,.,2,2,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,2,2,4,5,6,2,2,4,4,4,3,2,75.0,60.0,4,1,2,1,2,2,2,5,2,3,1,1,4,4,1,2,2,1953.0,68.0,4,1,1,5,3,4,2,12,3,2,1,5,3,1,2,2,2,1,2,2,2,1,2,4,6,2,7,10,1,2022-03-31 11:53:33.457000,2022-03-31 12:29:20.338000,2022-03-31 12:29:13.585000,1770039077.0,1.11386813994367
.,.,1,1,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,2,2,2,2,4,5,6,2,3,4,5,4,2,2,40.0,75.0,4,2,1,1,1,1,1,1,1,2,1,1,3,3,1,1,2,1958.0,63.0,3,1,1,5,3,5,2,12,3,3,1,5,4,1,2,2,2,1,2,2,2,1,1,3,6,2,2,11,2,2022-03-31 12:14:38.554000,2022-03-31 12:29:28.549000,2022-03-31 12:29:24.348000,1770051969.0,0.701596746240558
.,.,2,2,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,2,3,2,1,2,2,3,3,2,2,1,1,3,2,2,51.0,72.0,2,1,1,2,1,2,1,1,2,3,1,1,1,1,1,1,1,1993.0,28.0,1,1,1,5,3,1,2,17,2,1,1,1,9,2,2,1,2,1,2,1,1,2,1,2,3,1,3,2,2,2022-03-31 12:25:35.586000,2022-03-31 12:29:52.879000,2022-03-31 12:29:52.742000,1770054435.0,0.868100085413613
1,1,.,.,2,2,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,2,2,4,5,6,1,4,3,4,3,1,4,38.0,89.0,2,2,1,1,1,2,1,3,2,3,1,1,3,3,1,1,2,1958.0,63.0,3,1,1,4,2,1,2,33,1,2,1,5,11,3,2,2,2,1,2,2,2,1,2,4,6,2,6,10,1,2022-03-31 12:17:02.606000,2022-03-31 12:30:06.737000,2022-03-31 12:30:03.408000,1770053473.0,0.971439538706015
2,2,.,.,2,2,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,1,2,4,5,5,2,2,3,3,3,2,3,50.0,51.0,2,1,3,1,1,1,2,5,2,3,1,1,1,1,1,1,2,1947.0,74.0,4,1,1,3,2,1,2,33,1,2,1,5,4,1,2,2,2,2,1,2,2,1,2,2,5,2,2,2,1,2022-03-31 11:49:49.302000,2022-03-31 12:30:18.656000,2022-03-31 12:30:17.460000,1770036027.0,1.26703042375868
.,.,1,1,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,1,2,2,2,1,5,4,3,1,4,4,5,2,2,51.0,50.0,4,2,3,1,1,2,1,5,2,3,1,1,1,1,1,1,2,1940.0,81.0,4,1,1,3,2,4,2,36,1,2,1,5,9,2,2,2,2,1,2,1,2,2,2,1,4,2,1,5,2,2022-03-31 12:07:17.757000,2022-03-31 12:30:52.447000,2022-03-31 12:30:51.874000,1770048047.0,1.26703042375868
.,.,2,1,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,1,2,2,2,4,5,6,1,1,4,5,5,2,2,50.0,75.0,5,3,2,1,2,1,1,2,2,3,1,1,3,5,1,2,1,1944.0,77.0,4,6,4,6,4,1,2,37,3,2,1,5,12,3,2,2,1,1,2,2,2,1,1,4,6,2,7,10,2,2022-03-31 12:14:08.735000,2022-03-31 12:30:56.746000,2022-03-31 12:30:56.116000,1770051915.0,0.821362022709653
2,2,.,.,1,2,1,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,3,2,2,2,4,5,6,3,4,3,3,3,2,4,51.0,21.0,5,3,2,1,2,2,3,5,2,3,1,1,3,4,1,2,2,1947.0,74.0,4,1,1,3,2,4,2,12,3,2,1,5,3,1,2,2,2,2,1,2,2,1,2,1,2,2,1,1,1,2022-03-31 11:48:23.881000,2022-03-31 12:31:33.753000,2022-03-31 12:31:26.250000,1770035923.0,1.0508035101999
2,2,.,.,1,1,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,3,2,3,5,4,4,4,3,2,3,3,1,3,57.0,58.0,2,3,3,1,2,2,2,5,4,6,1,1,5,5,2,6,2,1983.0,38.0,2,1,1,4,2,5,1,39,2,4,2,4,1,1,2,2,2,2,1,2,2,1,2,1,5,2,6,11,1,2022-03-31 12:22:09.779000,2022-03-31 12:32:00.036000,2022-03-31 12:31:53.953000,1770054053.0,1.01451961628129
.,.,1,1,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,1,2,2,2,4,5,5,1,5,2,2,4,1,4,10.0,93.0,1,2,1,1,1,2,1,5,1,1,1,1,1,1,1,1,2,1950.0,71.0,4,2,2,6,4,1,2,12,3,3,1,5,3,1,2,2,2,1,2,2,2,1,2,3,6,2,6,10,2,2022-03-31 12:20:50.513000,2022-03-31 12:32:07.729000,2022-03-31 12:32:00.558000,1770053901.0,0.722452087990075
.,.,1,1,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,1,2,2,2,4,5,6,2,5,2,3,3,1,4,41.0,89.0,2,1,3,1,1,2,2,5,2,3,1,1,2,6,1,1,1,1963.0,58.0,3,1,1,6,4,1,2,48,3,2,1,1,97,4,2,2,2,2,1,2,2,1,2,2,6,2,6,5,2,2022-03-31 12:18:01.777000,2022-03-31 12:33:09.551000,2022-03-31 12:33:08.988000,1770053623.0,0.787753875137588
.,.,2,2,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,1,2,2,2,2,3,4,7,1,3,3,1,3,3,4,51.0,37.0,3,1,3,1,1,2,3,1,4,6,1,1,1,1,1,1,2,1949.0,72.0,4,2,2,3,2,1,1,5,3,3,1,5,8,2,2,2,2,1,2,2,2,1,1,1,5,1,8,1,2,2022-03-31 12:17:21.323000,2022-03-31 12:33:59.650000,2022-03-31 12:33:51.765000,1769956171.0,0.802538030690763
1,1,.,.,2,2,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,2,2,4,5,7,2,3,3,4,2,2,3,52.0,61.0,3,1,3,1,1,2,3,5,4,6,1,1,5,8,1,1,2,1955.0,66.0,4,1,1,3,2,1,2,32,4,4,1,5,4,1,2,2,1,2,2,2,2,1,2,4,5,2,7,11,1,2022-03-31 11:54:15.099000,2022-03-31 12:34:39.762000,2022-03-31 12:34:33.668000,1770039129.0,0.945378982790306
.,.,2,2,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,2,2,2,2,4,5,6,2,3,3,3,4,2,2,54.0,73.0,4,2,1,1,1,1,2,5,2,3,1,1,3,4,1,1,2,1993.0,28.0,1,1,1,5,3,1,1,42,1,3,1,7,9,2,2,2,2,1,2,2,1,2,2,1,5,1,1,1,2,2022-03-31 12:24:28.523000,2022-03-31 12:35:55.948000,2022-03-31 12:35:52.361000,1770054303.0,0.75590191749301
.,.,1,2,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,2,2,1,2,2,4,5,6,2,4,3,3,2,2,3,14.0,90.0,1,1,3,1,1,2,1,3,1,1,2,2,1,1,2,6,1,1984.0,37.0,2,1,1,3,2,5,2,6,4,1,2,1,5,1,2,2,2,2,1,2,2,1,2,4,6,2,7,10,2,2022-03-31 12:22:18.873000,2022-03-31 12:36:33.545000,2022-03-31 12:36:30.440000,1770054065.0,1.94230814162593
2,1,.,.,1,2,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,3,2,2,2,4,5,7,3,1,4,5,5,2,3,46.0,76.0,2,3,3,1,1,1,1,5,2,3,1,1,1,1,1,1,2,1958.0,63.0,3,1,1,4,2,4,2,12,3,3,1,1,5,1,2,2,2,1,2,2,2,1,1,1,1,2,1,2,1,2022-03-31 12:24:22.935000,2022-03-31 12:37:31.356000,2022-03-31 12:37:28.003000,1770054291.0,0.939772855607191
.,.,2,2,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,2,2,2,2,4,5,5,1,3,5,3,5,1,2,60.0,45.0,5,1,2,1,2,2,1,2,2,3,1,1,2,7,1,2,2,1964.0,57.0,3,1,1,4,2,3,2,12,3,2,1,1,9,2,2,1,2,1,2,2,2,1,2,2,2,1,3,1,2,2022-03-31 12:12:52.263000,2022-03-31 12:38:06.706000,2022-03-31 12:38:02.274000,1770051805.0,0.990254956168253
1,2,.,.,2,1,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,2,2,4,5,4,2,5,1,4,4,1,4,13.0,96.0,1,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1,2,1984.0,37.0,2,1,1,6,4,1,1,18,2,1,1,1,6,2,2,2,2,2,1,2,2,1,1,4,6,2,7,10,1,2022-03-31 12:28:39.591000,2022-03-31 12:40:22.627000,2022-03-31 12:40:19.308000,1770057017.0,1.09157456551011
2,2,.,.,1,1,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,3,2,2,2,4,3,6,4,2,2,2,1,4,2,17.0,17.0,5,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1992.0,30.0,2,1,1,6,4,1,1,12,3,4,1,1,9,2,2,2,2,2,1,2,2,1,1,1,1,1,3,1,1,2022-03-31 12:19:14.022000,2022-03-31 12:40:55.395000,2022-03-31 12:40:55.266000,1770053719.0,1.01759120147682
1,2,.,.,2,2,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,2,2,4,5,6,3,3,5,5,5,2,3,13.0,66.0,2,2,1,1,1,2,2,5,1,1,1,1,5,3,1,1,1,1983.0,38.0,2,1,1,2,1,5,2,39,2,5,3,4,5,1,2,2,2,2,1,2,2,1,2,2,2,2,8,10,1,2022-03-31 12:22:31.883000,2022-03-31 12:40:54.731000,2022-03-31 12:40:46.983000,1770054093.0,0.843207662928627
2,1,.,.,1,2,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,2,2,2,4,5,5,3,5,4,3,4,1,4,99.0,36.0,5,2,2,1,2,2,1,5,3,5,1,1,2,7,1,2,1,1961.0,60.0,3,1,1,6,4,1,2,45,3,2,1,1,10,3,2,2,1,1,2,2,2,1,2,3,6,2,7,11,1,2022-03-31 12:25:21.319000,2022-03-31 12:41:39.100000,2022-03-31 12:41:32.960000,1770054409.0,0.889226466408352
1,2,.,.,2,1,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,2,2,4,5,6,1,3,3,2,3,2,4,49.0,89.0,3,1,1,1,1,2,1,3,2,3,1,1,3,3,1,1,1,1955.0,66.0,4,3,3,5,3,3,2,18,2,2,1,1,10,3,2,2,1,2,2,2,2,1,2,1,5,2,1,2,1,2022-03-31 12:11:45.007000,2022-03-31 12:41:46.987000,2022-03-31 12:41:46.346000,1769459533.0,0.217716235891351
1,1,.,.,2,2,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,2,2,4,5,5,3,4,4,4,4,4,2,51.0,58.0,4,2,2,1,2,2,2,5,2,3,1,1,3,3,1,1,1,1965.0,56.0,3,1,1,4,2,5,2,26,2,1,2,5,2,1,2,2,2,2,1,2,2,1,1,4,6,2,7,9,1,2022-03-31 12:24:04.598000,2022-03-31 12:43:15.122000,2022-03-31 12:43:09.871000,1770054253.0,0.798992867947421
.,.,1,2,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,2,2,2,2,2,4,5,6,2,3,4,4,4,3,3,50.0,75.0,3,3,1,1,1,2,1,5,2,3,1,1,3,3,1,1,2,1973.0,48.0,3,1,1,6,4,1,2,45,3,4,1,1,7,2,2,2,2,1,2,2,2,1,1,2,4,2,1,1,2,2022-03-31 12:33:39.299000,2022-03-31 12:43:20.227000,2022-03-31 12:43:15.319000,1770057537.0,0.704307665255123
2,2,.,.,2,1,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,3,2,1,4,7,1,2,3,3,2,1,2,100.0,66.0,5,1,2,1,2,2,3,5,3,5,2,2,3,5,1,2,2,1965.0,57.0,3,2,2,6,4,3,1,36,1,1,2,1,5,1,2,2,2,1,2,2,2,1,1,1,2,1,1,12,1,2022-03-31 10:08:16.293000,2022-03-31 22:45:15.435000,2022-03-31 22:45:07.148000,1769967007.0,0.481659045390832
2,2,.,.,2,2,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,1,1,1,2,5,3,4,3,3,3,3,3,53.0,54.0,3,3,2,2,1,1,3,1,2,3,2,2,3,3,2,6,1,1955.0,66.0,4,1,1,4,2,1,2,12,3,3,1,5,5,1,2,2,2,2,1,2,2,1,2,2,7,2,2,2,1,2022-03-31 12:34:34.121000,2022-03-31 12:45:57.047000,2022-03-31 12:45:52.916000,1770062111.0,1.07326204316508
.,.,1,1,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,2,2,2,2,4,5,5,4,2,5,4,5,3,3,58.0,54.0,5,3,2,1,2,2,1,5,2,3,1,1,3,5,1,2,1,1980.0,41.0,2,1,1,3,2,1,2,39,2,4,2,1,6,2,2,2,2,1,2,2,2,1,2,4,6,2,7,11,2,2022-03-31 11:37:05.448000,2022-03-31 12:46:44.749000,2022-03-31 12:46:42.099000,1770032165.0,1.28819841096329
.,.,1,2,2,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,2,2,2,2,2,4,5,6,4,5,3,4,5,2,4,36.0,83.0,2,1,1,1,1,2,1,1,1,2,1,1,3,3,1,1,2,1955.0,66.0,4,1,1,6,4,3,2,17,2,2,1,1,9,2,2,2,2,1,2,1,2,2,1,1,2,2,3,1,2,2022-03-31 12:01:35.259000,2022-03-31 12:47:01.094000,2022-03-31 12:46:54.712000,1770040431.0,0.820321063585805
1,1,.,.,2,2,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,3,1,2,2,2,4,2,1,3,2,4,4,2,2,54.0,57.0,3,3,3,1,1,1,3,2,3,4,1,1,1,2,2,6,2,1974.0,47.0,3,2,2,3,2,3,1,12,3,1,2,.,5,1,2,2,2,2,1,2,2,1,2,4,2,1,1,11,1,2022-03-31 12:35:35.660000,2022-03-31 12:47:10.918000,2022-03-31 12:47:06.635000,1770067607.0,1.17664245551579
2,2,.,.,1,1,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,3,1,1,2,1,1,3,3,2,3,3,2,3,2,95.0,93.0,3,3,3,2,2,2,3,5,3,5,2,2,2,6,2,6,2,1945.0,76.0,4,1,1,2,1,3,1,12,3,4,2,5,2,1,2,2,2,2,1,2,2,1,2,1,7,2,2,2,1,2022-03-31 12:31:02.879000,2022-03-31 12:49:56.200000,2022-03-31 12:49:55.612000,1770057267.0,0.837417243314968
.,.,2,2,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,2,2,2,2,1,5,5,2,1,3,3,3,3,2,31.0,64.0,3,2,1,1,1,2,1,3,1,2,1,1,1,2,1,1,2,1964.0,57.0,3,3,3,6,4,6,2,12,3,2,2,1,9,2,2,2,2,1,2,2,2,1,1,3,5,2,2,2,2,2022-03-31 12:35:06.021000,2022-03-31 12:52:07.212000,2022-03-31 12:52:06.426000,1770065621.0,0.264170561990071
2,2,.,.,1,2,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,2,2,4,5,6,2,2,5,5,5,2,2,91.0,71.0,5,2,2,1,2,2,1,2,3,5,1,1,2,7,1,2,2,1945.0,77.0,4,1,1,3,2,3,2,48,3,4,1,5,2,1,2,2,2,1,2,2,2,1,2,1,2,1,1,1,1,2022-03-31 12:03:42.786000,2022-03-31 12:52:28.495000,2022-03-31 12:52:24.243000,1770040619.0,1.07519790218097
1,1,.,.,1,1,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,2,1,4,3,9,2,3,4,4,4,3,2,63.0,61.0,2,2,3,1,1,1,2,2,3,4,1,1,2,7,1,2,2,1974.0,47.0,3,1,1,2,1,1,1,15,4,3,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,1,2022-03-31 12:32:15.839000,2022-03-31 12:53:16.344000,2022-03-31 12:53:15.811000,1770057381.0,1.01918250303148
