Q1A,Q2A,Q1B,Q2B,Q3A,Q4A,Q3B,Q4B,Q5A,Q6A,Q5B,Q6B,Q7A,Q8A,Q7B,Q8B,Q9A,Q10A,Q9B,Q10B,Q11A,Q12A,Q11B,Q12B,Q13A,Q14A,Q13B,Q14B,Q15A,Q16A,Q15B,Q16B,Q17A,Q18A,Q17B,Q18B,Q19A,Q20A,Q19B,Q20B,Q21A,Q22A,Q21B,Q22B,Q23A,Q24A,Q23B,Q24B,Q41A,Q42A,Q41B,Q42B,Q43A,Q44A,Q43B,Q44B,Q38,Q25,Q26,Q27,Q28,Q29,Q39,Q40,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q45,Q46,newsint,cablenews,ideo3,ideo5,votereg,votereg2,pid3,pid7,turnout20post,presvote20post,gender,birthyr,age,age4,race,race4,educ,educ4,marstat,child18,inputstate,region,urbancity,acsownrent,employstat2,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,volunteer,pew_religimp,pew_churatd,pew_bornagain,pew_prayer,religpew,rand_ab,starttime,endtime,lastmodified,caseid,weight
.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,2,4,2,2,2,4,5,6,1,5,4,1,2,5,24.0,77.0,1,2,2,5,1,1,1,1,3,3,1,1,2,1986.0,34.0,2,6,4,6,4,1,2,17,2,2,2,4,6,2,2,2,2,2,1,2,2,1,1,4,6,2,5,11,2,2021-04-07 20:05:13.176000,2021-04-07 20:13:05.899000,2021-04-07 20:13:01.390000,1414930355.0,0.811670510486054
.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,4,2,2,2,4,4,6,1,4,4,1,2,3,50.0,73.0,2,4,1,3,2,3,1,1,1,1,1,1,1,1942.0,79.0,4,1,1,6,4,1,2,23,1,3,1,5,9,2,.,.,.,1,.,1,2,2,1,1,4,2,3,1,2,2021-04-07 20:01:18.517000,2021-04-07 20:15:06.290000,2021-04-07 20:15:02.227000,1415867205.0,0.809868256723378
2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,4,3,2,2,4,5,6,3,5,1,4,5,5,75.0,60.0,5,5,1,2,3,4,1,1,3,5,1,2,2,1952.0,69.0,4,1,1,6,4,4,2,25,1,1,2,3,6,2,.,.,.,1,.,.,.,1,2,2,3,2,2,2,1,2021-04-07 19:48:00.415000,2021-04-07 20:15:53.122000,2021-04-07 20:15:36.987000,1415860151.0,0.825926830133053
.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,1,5,2,2,2,4,5,5,4,3,2,4,3,4,32.0,79.0,2,2,1,1,1,2,1,1,1,1,1,1,1,1947.0,74.0,4,1,1,3,2,1,2,8,4,2,1,5,5,1,.,.,1,1,.,.,.,1,2,3,6,2,6,10,2,2021-04-07 19:59:33.779000,2021-04-07 20:16:05.023000,2021-04-07 20:16:01.160000,1415864083.0,0.731252384287195
1,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,4,2,2,2,4,5,5,3,3,3,3,5,4,55.0,67.0,2,2,2,5,3,4,1,1,1,2,1,1,2,1975.0,45.0,3,4,4,5,3,1,1,36,1,1,2,7,4,1,.,.,.,.,1,.,.,1,2,1,5,2,1,6,1,2021-04-07 19:49:15.551000,2021-04-07 20:17:49.023000,2021-04-07 20:17:48.184000,1415860347.0,0.731582893089666
.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,4,2,2,2,4,5,5,3,4,4,1,2,2,26.0,88.0,2,1,1,1,1,2,1,1,1,1,1,1,1,1950.0,70.0,4,1,1,4,2,1,2,6,4,1,1,1,12,3,2,2,2,2,1,1,.,.,2,4,6,2,7,9,2,2021-04-07 19:57:42.235000,2021-04-07 20:18:21.265000,2021-04-07 20:18:20.496000,1415863879.0,0.731252384287195
1,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,4,2,2,2,4,5,6,1,5,3,3,4,4,50.0,75.0,2,4,1,5,2,3,2,2,4,4,2,6,1,1951.0,69.0,4,1,1,2,1,1,2,23,1,4,1,5,3,1,.,.,1,.,.,.,.,1,1,1,1,2,1,12,1,2021-04-07 19:38:30.684000,2021-04-07 20:19:19.841000,2021-04-07 20:19:19.267000,1415837907.0,1.25411096433947
2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,5,2,2,2,4,5,6,3,5,3,2,3,4,85.0,54.0,5,2,1,5,3,4,1,1,2,7,1,2,1,1948.0,73.0,4,1,1,6,4,6,2,47,3,4,1,1,11,3,2,2,1,1,2,2,2,1,2,1,4,1,2,1,1,2021-04-07 20:05:13.507000,2021-04-07 20:20:27.854000,2021-04-07 20:20:22.856000,1415867647.0,0.873797563355451
1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,3,2,2,2,4,5,6,3,5,2,3,5,5,69.0,59.0,4,3,1,5,3,5,1,1,2,7,1,2,1,1949.0,72.0,4,7,4,5,3,1,2,36,1,1,1,1,13,3,2,1,2,1,2,2,2,1,2,3,4,2,6,1,1,2021-04-07 20:08:27.402000,2021-04-07 20:21:00.734000,2021-04-07 20:20:54.511000,1415868205.0,0.745810280342667
2,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,5,2,2,2,4,5,5,4,3,4,3,4,4,75.0,39.0,4,3,1,2,3,4,1,1,2,7,1,2,1,1943.0,77.0,4,1,1,6,4,1,2,6,4,3,1,5,9,2,2,2,1,2,2,2,2,1,1,2,5,1,1,1,1,2021-04-07 19:59:09.983000,2021-04-07 20:21:23.846000,2021-04-07 20:21:17.472000,1415864043.0,0.701277730171805
.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,5,2,2,2,4,5,6,3,4,3,3,3,3,23.0,65.0,2,2,1,1,1,2,1,1,1,1,1,1,1,1937.0,83.0,4,1,1,5,3,1,2,12,3,2,1,5,10,3,.,.,1,1,.,.,.,1,2,4,6,2,6,9,2,2021-04-07 19:59:22.984000,2021-04-07 20:21:24.242000,2021-04-07 20:21:10.527000,1415864061.0,0.62360591768519
2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,5,2,2,2,4,5,6,1,4,3,2,4,4,98.0,42.0,5,1,1,4,3,5,1,1,2,7,1,2,1,1934.0,86.0,4,1,1,3,2,1,2,48,3,2,2,5,97,4,2,2,1,2,2,.,.,1,2,1,5,2,1,5,1,2021-04-07 19:58:19.810000,2021-04-07 20:21:26.992000,2021-04-07 20:21:26.295000,1415863949.0,0.766787294127973
1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,4,2,2,1,4,4,6,1,1,4,1,1,1,1.0,90.0,5,1,1,3,1,1,1,1,1,1,1,1,1,1947.0,73.0,4,1,1,4,2,1,2,55,2,5,1,2,7,2,2,2,1,1,2,2,2,1,2,3,4,2,7,1,1,2021-04-07 20:01:55.690000,2021-04-07 20:21:29.777000,2021-04-07 20:21:21.249000,1415867289.0,0.730458176329331
.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,4,2,2,2,4,5,5,3,5,2,4,3,5,23.0,78.0,1,2,1,4,1,2,1,1,1,1,1,1,2,1956.0,64.0,3,1,1,6,4,1,2,6,4,2,2,1,9,2,.,.,.,1,.,.,.,1,1,3,5,2,6,5,2,2021-04-07 20:08:18.204000,2021-04-07 20:25:27.954000,2021-04-07 20:25:26.960000,1415868073.0,0.763079103434176
1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,4,2,2,2,1,1,3,3,3,3,3,3,3,60.0,61.0,3,3,1,5,3,4,1,1,2,7,1,2,2,1952.0,68.0,4,1,1,4,2,4,2,12,3,2,2,5,9,2,.,.,.,1,.,.,.,1,1,1,2,1,1,1,1,2021-04-07 20:12:04.109000,2021-04-07 20:25:32.881000,2021-04-07 20:25:27.280000,1415881883.0,1.16796995771873
.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,5,2,2,2,4,5,5,1,5,2,3,2,4,45.0,55.0,5,1,2,5,1,2,1,1,1,2,1,1,1,1994.0,26.0,1,1,1,5,3,5,2,42,1,1,1,1,8,2,2,2,2,2,1,2,2,1,2,2,5,2,6,1,2,2021-04-07 20:08:12.544000,2021-04-07 20:25:37.615000,2021-04-07 20:25:37.422000,1415868053.0,0.744943256570525
2,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,3,2,2,2,4,5,5,3,4,2,4,3,4,42.0,65.0,4,3,1,1,2,3,1,1,3,3,1,1,2,1943.0,77.0,4,1,1,6,4,1,2,25,1,3,1,5,7,2,.,.,1,.,.,.,.,1,2,3,6,2,1,2,1,2021-04-07 20:10:02.507000,2021-04-07 20:26:05.630000,2021-04-07 20:25:59.833000,1415872539.0,0.964711071324543
.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,5,2,2,2,4,5,5,4,5,3,3,4,4,83.0,77.0,5,5,1,4,3,4,1,1,3,5,1,2,1,1949.0,72.0,4,1,1,6,4,1,2,49,4,3,1,5,14,3,2,2,1,1,2,2,2,1,1,2,5,2,1,1,2,2021-04-07 19:57:35.899000,2021-04-07 20:27:00.594000,2021-04-07 20:26:55.776000,1415863861.0,0.701277730171805
.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,4,2,2,2,4,5,5,5,5,2,4,4,4,100.0,53.0,5,3,1,2,3,5,1,1,2,7,1,2,1,1951.0,70.0,4,1,1,5,3,1,2,16,4,1,1,5,5,1,2,2,2,2,1,2,2,1,2,1,3,2,3,2,2,2021-04-07 20:01:14.163000,2021-04-07 20:27:28.612000,2021-04-07 20:27:27.897000,1415867189.0,0.648828200429157
.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,2,3,2,2,2,5,4,6,3,5,4,1,3,2,75.0,20.0,4,4,1,2,3,4,1,1,3,5,1,2,1,1942.0,78.0,4,7,4,6,4,4,1,49,4,4,1,.,97,4,.,.,1,.,.,.,1,.,1,1,2,1,1,12,2,2021-04-07 20:02:35.321000,2021-04-07 20:28:40.699000,2021-04-07 20:28:25.664000,1415867363.0,0.721742508162763
.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,2,1,1,3,3,4,7,2,5,4,2,4,4,.,.,1,3,3,3,1,2,1,1,1,1,1,6,1,1988.0,33.0,2,1,1,5,3,1,1,48,3,3,1,.,10,3,2,2,1,2,2,2,2,1,1,4,1,2,1,4,2,2021-04-07 20:24:51.103000,2021-04-07 20:28:48.070000,2021-04-07 20:28:44.012000,1415896881.0,1.25777651108186
1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,3,1,1,1,3,1,6,4,1,2,3,4,4,.,.,3,4,1,1,3,4,1,1,2,7,1,1,1,1985.0,36.0,2,1,1,5,3,1,1,46,2,1,1,.,9,2,2,2,1,1,2,2,1,2,1,1,1,1,5,3,1,2021-04-07 20:26:33.016000,2021-04-07 20:30:42.254000,2021-04-07 20:30:38.075000,1415897107.0,0.660033626307641
.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,3,3,2,1,1,5,5,5,3,3,2,4,1,.,.,4,4,4,3,2,3,1,1,3,4,1,2,1,1988.0,32.0,2,1,1,5,3,1,1,27,2,2,1,.,9,2,2,2,2,1,2,1,1,2,2,2,2,1,7,2,2,2021-04-07 20:26:29.036000,2021-04-07 20:31:07.913000,2021-04-07 20:31:04.550000,1415897093.0,0.92457759739561
.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,5,1,3,1,5,3,2,5,1,2,5,1,4,.,.,1,4,1,2,3,5,1,1,5,4,2,6,2,1988.0,32.0,2,1,1,5,3,1,2,8,4,2,1,1,10,3,.,.,.,1,.,.,.,1,1,1,6,2,4,5,2,2021-04-07 20:26:27.978000,2021-04-07 20:31:09.647000,2021-04-07 20:31:04.809000,1415897095.0,1.38095241125081
.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,3,2,2,2,4,5,3,5,5,5,1,5,2,100.0,0.0,5,1,1,5,3,5,1,1,2,7,2,6,2,1959.0,61.0,3,1,1,4,2,3,2,47,3,4,2,1,4,1,.,1,.,.,.,.,.,1,2,1,2,2,1,1,2,2021-04-07 19:39:55.503000,2021-04-07 20:31:44.463000,2021-04-07 20:31:43.661000,1415843631.0,0.678491671559137
2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,5,2,2,2,4,5,6,2,5,3,2,5,4,89.0,46.0,4,4,1,4,3,5,1,1,2,7,1,2,1,1955.0,65.0,4,1,1,6,4,1,2,49,4,4,1,.,14,3,.,.,.,1,.,.,.,1,1,1,5,1,1,1,1,2021-04-07 20:07:36.639000,2021-04-07 20:31:51.443000,2021-04-07 20:31:42.266000,1415393865.0,0.701277730171805
1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,3,3,1,5,4,7,2,3,3,3,3,3,59.0,50.0,3,3,1,1,2,3,1,1,2,6,1,1,1,1984.0,36.0,2,1,1,5,3,1,1,37,3,1,2,1,14,3,.,.,.,.,1,.,.,1,1,3,5,2,6,5,1,2021-04-07 20:29:43.707000,2021-04-07 20:32:16.333000,2021-04-07 20:32:15.497000,1415898167.0,0.609090347382351
1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,4,2,2,2,4,5,4,3,5,2,2,5,5,97.0,46.0,5,4,1,2,3,5,1,1,3,5,1,2,1,1946.0,74.0,4,1,1,4,2,1,2,45,3,4,1,5,8,2,.,.,1,.,.,.,.,1,2,1,1,1,1,1,1,2021-04-07 20:16:27.403000,2021-04-07 20:32:39.604000,2021-04-07 20:32:34.080000,1415889577.0,0.766787294127973
2,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,3,3,1,1,2,3,3,3,5,3,3,3,3,.,.,2,4,1,2,4,6,1,1,1,2,2,6,2,1986.0,35.0,2,1,1,5,3,1,1,20,2,1,1,1,11,3,1,1,1,1,2,1,2,2,2,2,6,2,1,8,1,2021-04-07 20:28:46.741000,2021-04-07 20:33:16.452000,2021-04-07 20:33:12.073000,1415897359.0,1.1544319866858
.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,3,2,2,2,2,4,5,3,4,2,2,3,4,59.0,55.0,4,2,3,5,4,6,1,1,3,4,1,2,2,1951.0,69.0,4,1,1,3,2,1,2,37,3,2,1,5,9,2,.,.,.,1,.,.,1,.,2,1,4,1,1,1,2,2021-04-07 20:15:48.510000,2021-04-07 20:33:16.739000,2021-04-07 20:33:11.476000,1415888373.0,1.16796995771873
.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,1,5,2,2,2,4,5,6,4,4,3,3,4,3,75.0,40.0,5,1,1,2,3,4,1,1,2,7,1,2,1,1957.0,63.0,3,1,1,5,3,1,2,18,2,2,1,1,97,4,2,2,2,2,1,.,.,1,2,1,2,1,1,1,2,2021-04-07 20:12:14.471000,2021-04-07 20:33:38.612000,2021-04-07 20:33:35.062000,1415882965.0,1.04347930779106
.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,1,2,3,2,3,4,1,3,5,2,1,3,1,1,.,.,5,5,1,1,2,3,1,1,1,1,1,1,1,1986.0,34.0,2,1,1,5,3,1,1,34,1,4,1,.,11,3,2,2,2,2,1,1,1,2,1,3,5,1,5,2,2,2021-04-07 20:28:51.393000,2021-04-07 20:33:44.430000,2021-04-07 20:33:43.669000,1415897369.0,0.731855828895654
.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,1,2,2,3,3,2,3,4,5,2,3,1,2,1,.,.,3,1,1,1,4,6,1,1,1,2,1,1,1,1984.0,36.0,2,1,1,5,3,1,1,51,3,4,1,.,9,2,1,1,1,1,2,2,2,1,1,2,5,2,1,9,2,2021-04-07 20:28:44.817000,2021-04-07 20:34:07.286000,2021-04-07 20:34:06.629000,1415897357.0,0.609090347382351
1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,5,2,2,2,4,5,6,3,4,2,4,4,4,74.0,68.0,5,5,1,5,2,3,1,1,2,7,1,2,1,1942.0,79.0,4,1,1,6,4,1,2,22,3,2,1,5,10,3,.,.,1,.,.,.,.,1,2,2,3,2,3,2,1,2021-04-07 20:14:00.755000,2021-04-07 20:34:19.729000,2021-04-07 20:34:06.373000,1415885453.0,0.873797563355451
.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,3,1,2,1,2,5,9,2,5,2,1,5,5,.,.,3,5,2,3,3,5,1,1,2,7,1,2,2,1989.0,31.0,2,1,1,5,3,1,1,5,3,4,1,1,10,3,2,1,2,2,2,1,2,2,2,1,5,1,6,2,2,2021-04-07 20:29:38.583000,2021-04-07 20:35:04.870000,2021-04-07 20:35:00.740000,1415897955.0,0.97433585391413
.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,5,2,2,2,4,5,5,3,5,4,2,5,4,81.0,42.0,5,2,1,2,3,4,1,1,2,7,1,2,1,1942.0,78.0,4,1,1,6,4,1,2,29,2,1,1,5,9,2,.,.,1,.,.,.,.,1,2,3,4,2,5,2,2,2021-04-07 20:14:17.924000,2021-04-07 20:35:45.423000,2021-04-07 20:35:33.067000,1415885945.0,1.02313326948309
1,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,4,2,1,2,1,5,7,4,3,5,3,1,3,.,.,4,3,1,1,1,1,1,1,5,8,2,6,1,1989.0,31.0,2,1,1,5,3,1,1,28,3,3,1,.,9,2,1,1,2,1,2,1,2,2,1,4,1,1,3,5,1,2021-04-07 20:28:20.466000,2021-04-07 20:35:45.514000,2021-04-07 20:35:39.041000,1415897311.0,1.25777651108186
.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,5,2,2,2,4,5,6,3,5,2,2,5,5,77.0,78.0,5,5,1,2,3,4,1,1,2,6,1,2,1,1936.0,85.0,4,1,1,3,2,1,2,6,4,1,1,5,97,4,2,2,2,1,2,2,2,1,2,4,6,2,7,9,2,2021-04-07 20:09:18.040000,2021-04-07 20:36:00.384000,2021-04-07 20:35:59.676000,1415870481.0,0.615395230773724
.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,2,3,3,3,3,1,7,1,2,1,5,2,1,.,.,2,5,2,3,1,2,1,1,2,7,2,6,2,1985.0,35.0,2,1,1,5,3,1,1,4,4,3,1,.,10,3,2,2,1,2,2,2,1,2,1,3,3,1,2,1,2,2021-04-07 20:31:27.368000,2021-04-07 20:36:42.805000,2021-04-07 20:36:30.900000,1415899053.0,1.38095241125081
2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,3,1,2,2,5,5,2,3,3,3,3,3,28.0,61.0,3,3,3,3,1,2,1,1,1,1,1,1,1,1966.0,54.0,3,1,1,5,3,1,1,42,1,2,1,3,10,3,.,.,.,.,1,.,.,1,2,4,6,2,7,10,1,2021-04-07 20:31:34.595000,2021-04-07 20:36:50.015000,2021-04-07 20:36:49.282000,1415899079.0,0.82597330488003
1,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,4,2,2,2,4,5,6,3,3,4,3,3,3,50.0,69.0,2,2,1,5,2,3,1,1,3,3,1,1,1,1969.0,51.0,3,1,1,4,2,6,2,39,2,2,1,1,8,2,.,.,.,1,.,2,2,1,2,4,5,2,7,10,1,2021-04-07 20:13:14.041000,2021-04-07 20:37:36.081000,2021-04-07 20:37:32.400000,1415885355.0,0.805206587312534
1,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,4,2,2,2,4,4,5,3,5,2,2,5,4,60.0,72.0,5,4,1,5,2,3,1,1,3,4,1,1,1,1939.0,81.0,4,1,1,5,3,4,2,42,1,2,1,5,7,2,2,2,1,2,2,2,2,1,2,3,5,2,6,10,1,2021-04-07 20:12:39.424000,2021-04-07 20:38:10.792000,2021-04-07 20:37:51.757000,1415301137.0,0.749297091561418
.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,4,2,2,2,4,5,6,1,5,2,3,4,4,77.0,62.0,4,4,1,2,2,3,1,1,3,5,1,2,2,1939.0,82.0,4,1,1,3,2,4,2,26,2,3,1,5,97,4,.,.,.,1,.,.,.,1,1,2,6,2,2,2,2,2021-04-07 20:16:21.748000,2021-04-07 20:39:06.093000,2021-04-07 20:38:53.821000,1415889565.0,1.36758097254237
.,.,1,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,5,2,2,1,4,5,5,3,5,3,2,5,5,100.0,45.0,5,5,1,5,3,5,1,1,2,7,1,2,1,1932.0,88.0,4,1,1,5,3,1,2,6,4,1,1,5,8,2,2,2,1,1,2,2,2,1,2,1,5,2,1,1,2,2021-04-07 19:09:31.747000,2021-04-07 20:39:44.713000,2021-04-07 20:39:32.717000,1415659941.0,0.648828200429157
